action_id,factory_id,line_id,order_id,note_id,work_date,root_cause,action_type,owner_role,approval_decision,approval_required,created_at,approved_at,status,due_at,idempotency_key,data_split,dataset_provenance
ACT-000197,FAC-001,LINE-04,ORD-04-017,NOTE-000588,2025-06-02,quality,quality_containment,quality,edited,True,2025-06-02T13:10:00+00:00,2025-06-02T13:35:00+00:00,completed,2025-06-02T17:00:00+00:00,LINE-04:2025-06-02:quality_containment,test,synthetic
ACT-000198,FAC-001,LINE-04,ORD-04-017,NOTE-000589,2025-06-03,quality,quality_containment,quality,approved,True,2025-06-03T13:10:00+00:00,2025-06-03T13:35:00+00:00,completed,2025-06-03T17:00:00+00:00,LINE-04:2025-06-03:quality_containment,test,synthetic
ACT-000199,FAC-001,LINE-04,ORD-04-017,NOTE-000593,2025-06-08,quality,quality_containment,quality,edited,True,2025-06-08T13:10:00+00:00,2025-06-08T13:35:00+00:00,completed,2025-06-08T17:00:00+00:00,LINE-04:2025-06-08:quality_containment,test,synthetic
ACT-000200,FAC-001,LINE-04,ORD-04-017,NOTE-000594,2025-06-09,manpower,operator_reallocation,production,approved,True,2025-06-09T13:10:00+00:00,2025-06-09T13:35:00+00:00,in_progress,2025-06-09T17:00:00+00:00,LINE-04:2025-06-09:operator_reallocation,test,synthetic
ACT-000201,FAC-001,LINE-04,ORD-04-018,NOTE-000598,2025-06-14,planning,plan_review,planning,rejected,True,2025-06-14T13:10:00+00:00,,not_executed,2025-06-14T17:00:00+00:00,LINE-04:2025-06-14:plan_review,test,synthetic
ACT-000202,FAC-001,LINE-04,ORD-04-018,NOTE-000599,2025-06-15,machine,machine_inspection,maintenance,edited,True,2025-06-15T13:10:00+00:00,2025-06-15T13:35:00+00:00,completed,2025-06-15T17:00:00+00:00,LINE-04:2025-06-15:machine_inspection,test,synthetic
ACT-000203,FAC-001,LINE-04,ORD-04-018,NOTE-000600,2025-06-16,machine,machine_inspection,maintenance,rejected,True,2025-06-16T13:10:00+00:00,,not_executed,2025-06-16T17:00:00+00:00,LINE-04:2025-06-16:machine_inspection,test,synthetic
ACT-000204,FAC-001,LINE-04,ORD-04-018,NOTE-000603,2025-06-19,material,material_escalation,store_and_planning,approved,True,2025-06-19T13:10:00+00:00,2025-06-19T13:35:00+00:00,in_progress,2025-06-19T17:00:00+00:00,LINE-04:2025-06-19:material_escalation,test,synthetic
ACT-000205,FAC-001,LINE-04,ORD-04-019,NOTE-000606,2025-06-23,method,line_rebalancing,industrial_engineering,rejected,True,2025-06-23T13:10:00+00:00,,not_executed,2025-06-23T17:00:00+00:00,LINE-04:2025-06-23:line_rebalancing,test,synthetic
ACT-000206,FAC-001,LINE-04,ORD-04-019,NOTE-000608,2025-06-25,manpower,operator_reallocation,production,rejected,True,2025-06-25T13:10:00+00:00,,not_executed,2025-06-25T17:00:00+00:00,LINE-04:2025-06-25:operator_reallocation,test,synthetic
ACT-000207,FAC-001,LINE-04,ORD-04-019,NOTE-000610,2025-06-28,manpower,operator_reallocation,production,approved,True,2025-06-28T13:10:00+00:00,2025-06-28T13:35:00+00:00,completed,2025-06-28T17:00:00+00:00,LINE-04:2025-06-28:operator_reallocation,test,synthetic
ACT-000208,FAC-001,LINE-04,ORD-04-019,NOTE-000611,2025-06-29,quality,quality_containment,quality,rejected,True,2025-06-29T13:10:00+00:00,,not_executed,2025-06-29T17:00:00+00:00,LINE-04:2025-06-29:quality_containment,test,synthetic
ACT-000209,FAC-001,LINE-04,ORD-04-019,NOTE-000612,2025-06-30,quality,quality_containment,quality,approved,True,2025-06-30T13:10:00+00:00,2025-06-30T13:35:00+00:00,completed,2025-06-30T17:00:00+00:00,LINE-04:2025-06-30:quality_containment,test,synthetic
ACT-000210,FAC-001,LINE-05,ORD-05-001,NOTE-000613,2025-01-04,method,line_rebalancing,industrial_engineering,approved,True,2025-01-04T13:10:00+00:00,2025-01-04T13:35:00+00:00,completed,2025-01-04T17:00:00+00:00,LINE-05:2025-01-04:line_rebalancing,train,synthetic
ACT-000211,FAC-001,LINE-05,ORD-05-001,NOTE-000614,2025-01-05,manpower,operator_reallocation,production,approved,True,2025-01-05T13:10:00+00:00,2025-01-05T13:35:00+00:00,completed,2025-01-05T17:00:00+00:00,LINE-05:2025-01-05:operator_reallocation,train,synthetic
ACT-000212,FAC-001,LINE-05,ORD-05-001,NOTE-000615,2025-01-06,material,material_escalation,store_and_planning,approved,True,2025-01-06T13:10:00+00:00,2025-01-06T13:35:00+00:00,completed,2025-01-06T17:00:00+00:00,LINE-05:2025-01-06:material_escalation,train,synthetic
ACT-000213,FAC-001,LINE-05,ORD-05-001,NOTE-000616,2025-01-07,machine,machine_inspection,maintenance,approved,True,2025-01-07T13:10:00+00:00,2025-01-07T13:35:00+00:00,completed,2025-01-07T17:00:00+00:00,LINE-05:2025-01-07:machine_inspection,train,synthetic
ACT-000214,FAC-001,LINE-05,ORD-05-001,NOTE-000619,2025-01-11,manpower,operator_reallocation,production,edited,True,2025-01-11T13:10:00+00:00,2025-01-11T13:35:00+00:00,completed,2025-01-11T17:00:00+00:00,LINE-05:2025-01-11:operator_reallocation,train,synthetic
ACT-000215,FAC-001,LINE-05,ORD-05-001,NOTE-000621,2025-01-13,machine,machine_inspection,maintenance,edited,True,2025-01-13T13:10:00+00:00,2025-01-13T13:35:00+00:00,in_progress,2025-01-13T17:00:00+00:00,LINE-05:2025-01-13:machine_inspection,train,synthetic
ACT-000216,FAC-001,LINE-05,ORD-05-001,NOTE-000623,2025-01-15,material,material_escalation,store_and_planning,approved,True,2025-01-15T13:10:00+00:00,2025-01-15T13:35:00+00:00,completed,2025-01-15T17:00:00+00:00,LINE-05:2025-01-15:material_escalation,train,synthetic
ACT-000217,FAC-001,LINE-05,ORD-05-002,NOTE-000625,2025-01-18,method,line_rebalancing,industrial_engineering,approved,True,2025-01-18T13:10:00+00:00,2025-01-18T13:35:00+00:00,in_progress,2025-01-18T17:00:00+00:00,LINE-05:2025-01-18:line_rebalancing,train,synthetic
ACT-000218,FAC-001,LINE-05,ORD-05-002,NOTE-000626,2025-01-19,quality,quality_containment,quality,approved,True,2025-01-19T13:10:00+00:00,2025-01-19T13:35:00+00:00,completed,2025-01-19T17:00:00+00:00,LINE-05:2025-01-19:quality_containment,train,synthetic
ACT-000219,FAC-001,LINE-05,ORD-05-002,NOTE-000627,2025-01-20,quality,quality_containment,quality,edited,True,2025-01-20T13:10:00+00:00,2025-01-20T13:35:00+00:00,completed,2025-01-20T17:00:00+00:00,LINE-05:2025-01-20:quality_containment,train,synthetic
ACT-000220,FAC-001,LINE-05,ORD-05-002,NOTE-000628,2025-01-21,machine,machine_inspection,maintenance,edited,True,2025-01-21T13:10:00+00:00,2025-01-21T13:35:00+00:00,completed,2025-01-21T17:00:00+00:00,LINE-05:2025-01-21:machine_inspection,train,synthetic
ACT-000221,FAC-001,LINE-05,ORD-05-002,NOTE-000629,2025-01-22,quality,quality_containment,quality,approved,True,2025-01-22T13:10:00+00:00,2025-01-22T13:35:00+00:00,completed,2025-01-22T17:00:00+00:00,LINE-05:2025-01-22:quality_containment,train,synthetic
ACT-000222,FAC-001,LINE-05,ORD-05-002,NOTE-000632,2025-01-26,quality,quality_containment,quality,edited,True,2025-01-26T13:10:00+00:00,2025-01-26T13:35:00+00:00,completed,2025-01-26T17:00:00+00:00,LINE-05:2025-01-26:quality_containment,train,synthetic
ACT-000223,FAC-001,LINE-05,ORD-05-003,NOTE-000635,2025-01-29,planning,plan_review,planning,approved,True,2025-01-29T13:10:00+00:00,2025-01-29T13:35:00+00:00,completed,2025-01-29T17:00:00+00:00,LINE-05:2025-01-29:plan_review,train,synthetic
ACT-000224,FAC-001,LINE-05,ORD-05-003,NOTE-000638,2025-02-02,quality,quality_containment,quality,approved,True,2025-02-02T13:10:00+00:00,2025-02-02T13:35:00+00:00,completed,2025-02-02T17:00:00+00:00,LINE-05:2025-02-02:quality_containment,train,synthetic
ACT-000225,FAC-001,LINE-05,ORD-05-004,NOTE-000643,2025-02-08,planning,plan_review,planning,approved,True,2025-02-08T13:10:00+00:00,2025-02-08T13:35:00+00:00,completed,2025-02-08T17:00:00+00:00,LINE-05:2025-02-08:plan_review,train,synthetic
ACT-000226,FAC-001,LINE-05,ORD-05-004,NOTE-000645,2025-02-10,machine,machine_inspection,maintenance,approved,True,2025-02-10T13:10:00+00:00,2025-02-10T13:35:00+00:00,completed,2025-02-10T17:00:00+00:00,LINE-05:2025-02-10:machine_inspection,train,synthetic
ACT-000227,FAC-001,LINE-05,ORD-05-004,NOTE-000648,2025-02-13,quality,quality_containment,quality,approved,True,2025-02-13T13:10:00+00:00,2025-02-13T13:35:00+00:00,completed,2025-02-13T17:00:00+00:00,LINE-05:2025-02-13:quality_containment,train,synthetic
ACT-000228,FAC-001,LINE-05,ORD-05-004,NOTE-000649,2025-02-15,machine,machine_inspection,maintenance,approved,True,2025-02-15T13:10:00+00:00,2025-02-15T13:35:00+00:00,completed,2025-02-15T17:00:00+00:00,LINE-05:2025-02-15:machine_inspection,train,synthetic
ACT-000229,FAC-001,LINE-05,ORD-05-005,NOTE-000652,2025-02-18,method,line_rebalancing,industrial_engineering,approved,True,2025-02-18T13:10:00+00:00,2025-02-18T13:35:00+00:00,completed,2025-02-18T17:00:00+00:00,LINE-05:2025-02-18:line_rebalancing,train,synthetic
ACT-000230,FAC-001,LINE-05,ORD-05-005,NOTE-000654,2025-02-20,material,material_escalation,store_and_planning,approved,True,2025-02-20T13:10:00+00:00,2025-02-20T13:35:00+00:00,completed,2025-02-20T17:00:00+00:00,LINE-05:2025-02-20:material_escalation,train,synthetic
ACT-000231,FAC-001,LINE-05,ORD-05-006,NOTE-000661,2025-03-01,quality,quality_containment,quality,edited,True,2025-03-01T13:10:00+00:00,2025-03-01T13:35:00+00:00,completed,2025-03-01T17:00:00+00:00,LINE-05:2025-03-01:quality_containment,train,synthetic
ACT-000232,FAC-001,LINE-05,ORD-05-006,NOTE-000663,2025-03-03,quality,quality_containment,quality,rejected,True,2025-03-03T13:10:00+00:00,,not_executed,2025-03-03T17:00:00+00:00,LINE-05:2025-03-03:quality_containment,train,synthetic
ACT-000233,FAC-001,LINE-05,ORD-05-006,NOTE-000664,2025-03-04,machine,machine_inspection,maintenance,rejected,True,2025-03-04T13:10:00+00:00,,not_executed,2025-03-04T17:00:00+00:00,LINE-05:2025-03-04:machine_inspection,train,synthetic
ACT-000234,FAC-001,LINE-05,ORD-05-006,NOTE-000667,2025-03-08,material,material_escalation,store_and_planning,approved,True,2025-03-08T13:10:00+00:00,2025-03-08T13:35:00+00:00,completed,2025-03-08T17:00:00+00:00,LINE-05:2025-03-08:material_escalation,train,synthetic
ACT-000235,FAC-001,LINE-05,ORD-05-007,NOTE-000669,2025-03-10,method,line_rebalancing,industrial_engineering,approved,True,2025-03-10T13:10:00+00:00,2025-03-10T13:35:00+00:00,completed,2025-03-10T17:00:00+00:00,LINE-05:2025-03-10:line_rebalancing,train,synthetic
ACT-000236,FAC-001,LINE-05,ORD-05-007,NOTE-000674,2025-03-16,machine,machine_inspection,maintenance,approved,True,2025-03-16T13:10:00+00:00,2025-03-16T13:35:00+00:00,completed,2025-03-16T17:00:00+00:00,LINE-05:2025-03-16:machine_inspection,train,synthetic
ACT-000237,FAC-001,LINE-05,ORD-05-008,NOTE-000676,2025-03-18,method,line_rebalancing,industrial_engineering,approved,True,2025-03-18T13:10:00+00:00,2025-03-18T13:35:00+00:00,in_progress,2025-03-18T17:00:00+00:00,LINE-05:2025-03-18:line_rebalancing,train,synthetic
ACT-000238,FAC-001,LINE-05,ORD-05-008,NOTE-000677,2025-03-19,manpower,operator_reallocation,production,approved,True,2025-03-19T13:10:00+00:00,2025-03-19T13:35:00+00:00,completed,2025-03-19T17:00:00+00:00,LINE-05:2025-03-19:operator_reallocation,train,synthetic
ACT-000239,FAC-001,LINE-05,ORD-05-008,NOTE-000679,2025-03-22,quality,quality_containment,quality,approved,True,2025-03-22T13:10:00+00:00,2025-03-22T13:35:00+00:00,completed,2025-03-22T17:00:00+00:00,LINE-05:2025-03-22:quality_containment,train,synthetic
ACT-000240,FAC-001,LINE-05,ORD-05-008,NOTE-000682,2025-03-25,quality,quality_containment,quality,approved,True,2025-03-25T13:10:00+00:00,2025-03-25T13:35:00+00:00,completed,2025-03-25T17:00:00+00:00,LINE-05:2025-03-25:quality_containment,train,synthetic
ACT-000241,FAC-001,LINE-05,ORD-05-009,NOTE-000686,2025-03-30,method,line_rebalancing,industrial_engineering,edited,True,2025-03-30T13:10:00+00:00,2025-03-30T13:35:00+00:00,completed,2025-03-30T17:00:00+00:00,LINE-05:2025-03-30:line_rebalancing,train,synthetic
ACT-000242,FAC-001,LINE-05,ORD-05-009,NOTE-000687,2025-03-31,machine,machine_inspection,maintenance,approved,True,2025-03-31T13:10:00+00:00,2025-03-31T13:35:00+00:00,completed,2025-03-31T17:00:00+00:00,LINE-05:2025-03-31:machine_inspection,train,synthetic
ACT-000243,FAC-001,LINE-05,ORD-05-009,NOTE-000688,2025-04-01,manpower,operator_reallocation,production,approved,True,2025-04-01T13:10:00+00:00,2025-04-01T13:35:00+00:00,completed,2025-04-01T17:00:00+00:00,LINE-05:2025-04-01:operator_reallocation,train,synthetic
ACT-000244,FAC-001,LINE-05,ORD-05-010,NOTE-000693,2025-04-07,planning,plan_review,planning,edited,True,2025-04-07T13:10:00+00:00,2025-04-07T13:35:00+00:00,completed,2025-04-07T17:00:00+00:00,LINE-05:2025-04-07:plan_review,train,synthetic
ACT-000245,FAC-001,LINE-05,ORD-05-010,NOTE-000695,2025-04-09,quality,quality_containment,quality,approved,True,2025-04-09T13:10:00+00:00,2025-04-09T13:35:00+00:00,completed,2025-04-09T17:00:00+00:00,LINE-05:2025-04-09:quality_containment,train,synthetic
ACT-000246,FAC-001,LINE-05,ORD-05-010,NOTE-000696,2025-04-10,manpower,operator_reallocation,production,approved,True,2025-04-10T13:10:00+00:00,2025-04-10T13:35:00+00:00,completed,2025-04-10T17:00:00+00:00,LINE-05:2025-04-10:operator_reallocation,train,synthetic
ACT-000247,FAC-001,LINE-05,ORD-05-011,NOTE-000702,2025-04-17,manpower,operator_reallocation,production,approved,True,2025-04-17T13:10:00+00:00,2025-04-17T13:35:00+00:00,completed,2025-04-17T17:00:00+00:00,LINE-05:2025-04-17:operator_reallocation,train,synthetic
ACT-000248,FAC-001,LINE-05,ORD-05-011,NOTE-000705,2025-04-21,machine,machine_inspection,maintenance,approved,True,2025-04-21T13:10:00+00:00,2025-04-21T13:35:00+00:00,completed,2025-04-21T17:00:00+00:00,LINE-05:2025-04-21:machine_inspection,train,synthetic
ACT-000249,FAC-001,LINE-05,ORD-05-011,NOTE-000708,2025-04-24,machine,machine_inspection,maintenance,approved,True,2025-04-24T13:10:00+00:00,2025-04-24T13:35:00+00:00,in_progress,2025-04-24T17:00:00+00:00,LINE-05:2025-04-24:machine_inspection,train,synthetic
ACT-000250,FAC-001,LINE-05,ORD-05-012,NOTE-000710,2025-04-27,method,line_rebalancing,industrial_engineering,approved,True,2025-04-27T13:10:00+00:00,2025-04-27T13:35:00+00:00,completed,2025-04-27T17:00:00+00:00,LINE-05:2025-04-27:line_rebalancing,train,synthetic
ACT-000251,FAC-001,LINE-05,ORD-05-012,NOTE-000711,2025-04-28,machine,machine_inspection,maintenance,edited,True,2025-04-28T13:10:00+00:00,2025-04-28T13:35:00+00:00,completed,2025-04-28T17:00:00+00:00,LINE-05:2025-04-28:machine_inspection,train,synthetic
ACT-000252,FAC-001,LINE-05,ORD-05-012,NOTE-000714,2025-05-01,material,material_escalation,store_and_planning,edited,True,2025-05-01T13:10:00+00:00,2025-05-01T13:35:00+00:00,completed,2025-05-01T17:00:00+00:00,LINE-05:2025-05-01:material_escalation,validation,synthetic
ACT-000253,FAC-001,LINE-05,ORD-05-012,NOTE-000716,2025-05-04,quality,quality_containment,quality,approved,True,2025-05-04T13:10:00+00:00,2025-05-04T13:35:00+00:00,completed,2025-05-04T17:00:00+00:00,LINE-05:2025-05-04:quality_containment,validation,synthetic
ACT-000254,FAC-001,LINE-05,ORD-05-013,NOTE-000718,2025-05-06,manpower,operator_reallocation,production,approved,True,2025-05-06T13:10:00+00:00,2025-05-06T13:35:00+00:00,completed,2025-05-06T17:00:00+00:00,LINE-05:2025-05-06:operator_reallocation,validation,synthetic
ACT-000255,FAC-001,LINE-05,ORD-05-013,NOTE-000721,2025-05-10,quality,quality_containment,quality,approved,True,2025-05-10T13:10:00+00:00,2025-05-10T13:35:00+00:00,completed,2025-05-10T17:00:00+00:00,LINE-05:2025-05-10:quality_containment,validation,synthetic
ACT-000256,FAC-001,LINE-05,ORD-05-013,NOTE-000725,2025-05-14,quality,quality_containment,quality,approved,True,2025-05-14T13:10:00+00:00,2025-05-14T13:35:00+00:00,completed,2025-05-14T17:00:00+00:00,LINE-05:2025-05-14:quality_containment,validation,synthetic
ACT-000257,FAC-001,LINE-05,ORD-05-013,NOTE-000726,2025-05-15,quality,quality_containment,quality,rejected,True,2025-05-15T13:10:00+00:00,,not_executed,2025-05-15T17:00:00+00:00,LINE-05:2025-05-15:quality_containment,validation,synthetic
ACT-000258,FAC-001,LINE-05,ORD-05-013,NOTE-000728,2025-05-18,manpower,operator_reallocation,production,edited,True,2025-05-18T13:10:00+00:00,2025-05-18T13:35:00+00:00,in_progress,2025-05-18T17:00:00+00:00,LINE-05:2025-05-18:operator_reallocation,validation,synthetic
ACT-000259,FAC-001,LINE-05,ORD-05-014,NOTE-000731,2025-05-21,method,line_rebalancing,industrial_engineering,rejected,True,2025-05-21T13:10:00+00:00,,not_executed,2025-05-21T17:00:00+00:00,LINE-05:2025-05-21:line_rebalancing,validation,synthetic
ACT-000260,FAC-001,LINE-05,ORD-05-014,NOTE-000732,2025-05-22,material,material_escalation,store_and_planning,approved,True,2025-05-22T13:10:00+00:00,2025-05-22T13:35:00+00:00,completed,2025-05-22T17:00:00+00:00,LINE-05:2025-05-22:material_escalation,validation,synthetic
ACT-000261,FAC-001,LINE-05,ORD-05-014,NOTE-000737,2025-05-28,manpower,operator_reallocation,production,approved,True,2025-05-28T13:10:00+00:00,2025-05-28T13:35:00+00:00,completed,2025-05-28T17:00:00+00:00,LINE-05:2025-05-28:operator_reallocation,validation,synthetic
ACT-000262,FAC-001,LINE-05,ORD-05-015,NOTE-000739,2025-05-31,quality,quality_containment,quality,approved,True,2025-05-31T13:10:00+00:00,2025-05-31T13:35:00+00:00,completed,2025-05-31T17:00:00+00:00,LINE-05:2025-05-31:quality_containment,validation,synthetic
ACT-000263,FAC-001,LINE-05,ORD-05-015,NOTE-000741,2025-06-02,manpower,operator_reallocation,production,approved,True,2025-06-02T13:10:00+00:00,2025-06-02T13:35:00+00:00,completed,2025-06-02T17:00:00+00:00,LINE-05:2025-06-02:operator_reallocation,test,synthetic
ACT-000264,FAC-001,LINE-05,ORD-05-015,NOTE-000742,2025-06-03,manpower,operator_reallocation,production,approved,True,2025-06-03T13:10:00+00:00,2025-06-03T13:35:00+00:00,completed,2025-06-03T17:00:00+00:00,LINE-05:2025-06-03:operator_reallocation,test,synthetic
ACT-000265,FAC-001,LINE-05,ORD-05-015,NOTE-000749,2025-06-11,machine,machine_inspection,maintenance,approved,True,2025-06-11T13:10:00+00:00,2025-06-11T13:35:00+00:00,completed,2025-06-11T17:00:00+00:00,LINE-05:2025-06-11:machine_inspection,test,synthetic
ACT-000266,FAC-001,LINE-05,ORD-05-016,NOTE-000751,2025-06-14,method,line_rebalancing,industrial_engineering,edited,True,2025-06-14T13:10:00+00:00,2025-06-14T13:35:00+00:00,completed,2025-06-14T17:00:00+00:00,LINE-05:2025-06-14:line_rebalancing,test,synthetic
ACT-000267,FAC-001,LINE-05,ORD-05-016,NOTE-000752,2025-06-15,manpower,operator_reallocation,production,rejected,True,2025-06-15T13:10:00+00:00,,not_executed,2025-06-15T17:00:00+00:00,LINE-05:2025-06-15:operator_reallocation,test,synthetic
ACT-000268,FAC-001,LINE-05,ORD-05-017,NOTE-000756,2025-06-19,method,line_rebalancing,industrial_engineering,approved,True,2025-06-19T13:10:00+00:00,2025-06-19T13:35:00+00:00,completed,2025-06-19T17:00:00+00:00,LINE-05:2025-06-19:line_rebalancing,test,synthetic
ACT-000269,FAC-001,LINE-05,ORD-05-017,NOTE-000757,2025-06-21,machine,machine_inspection,maintenance,rejected,True,2025-06-21T13:10:00+00:00,,not_executed,2025-06-21T17:00:00+00:00,LINE-05:2025-06-21:machine_inspection,test,synthetic
ACT-000270,FAC-001,LINE-05,ORD-05-017,NOTE-000758,2025-06-22,quality,quality_containment,quality,approved,True,2025-06-22T13:10:00+00:00,2025-06-22T13:35:00+00:00,completed,2025-06-22T17:00:00+00:00,LINE-05:2025-06-22:quality_containment,test,synthetic
ACT-000271,FAC-001,LINE-05,ORD-05-017,NOTE-000759,2025-06-23,quality,quality_containment,quality,rejected,True,2025-06-23T13:10:00+00:00,,not_executed,2025-06-23T17:00:00+00:00,LINE-05:2025-06-23:quality_containment,test,synthetic
ACT-000272,FAC-001,LINE-05,ORD-05-018,NOTE-000764,2025-06-29,method,line_rebalancing,industrial_engineering,approved,True,2025-06-29T13:10:00+00:00,2025-06-29T13:35:00+00:00,completed,2025-06-29T17:00:00+00:00,LINE-05:2025-06-29:line_rebalancing,test,synthetic
ACT-000273,FAC-001,LINE-06,ORD-06-001,NOTE-000766,2025-01-04,method,line_rebalancing,industrial_engineering,approved,True,2025-01-04T13:10:00+00:00,2025-01-04T13:35:00+00:00,completed,2025-01-04T17:00:00+00:00,LINE-06:2025-01-04:line_rebalancing,train,synthetic
ACT-000274,FAC-001,LINE-06,ORD-06-001,NOTE-000767,2025-01-05,manpower,operator_reallocation,production,approved,True,2025-01-05T13:10:00+00:00,2025-01-05T13:35:00+00:00,completed,2025-01-05T17:00:00+00:00,LINE-06:2025-01-05:operator_reallocation,train,synthetic
ACT-000275,FAC-001,LINE-06,ORD-06-001,NOTE-000768,2025-01-06,manpower,operator_reallocation,production,edited,True,2025-01-06T13:10:00+00:00,2025-01-06T13:35:00+00:00,in_progress,2025-01-06T17:00:00+00:00,LINE-06:2025-01-06:operator_reallocation,train,synthetic
ACT-000276,FAC-001,LINE-06,ORD-06-001,NOTE-000769,2025-01-07,planning,plan_review,planning,approved,True,2025-01-07T13:10:00+00:00,2025-01-07T13:35:00+00:00,completed,2025-01-07T17:00:00+00:00,LINE-06:2025-01-07:plan_review,train,synthetic
ACT-000277,FAC-001,LINE-06,ORD-06-002,NOTE-000774,2025-01-13,manpower,operator_reallocation,production,approved,True,2025-01-13T13:10:00+00:00,2025-01-13T13:35:00+00:00,completed,2025-01-13T17:00:00+00:00,LINE-06:2025-01-13:operator_reallocation,train,synthetic
ACT-000278,FAC-001,LINE-06,ORD-06-002,NOTE-000776,2025-01-15,machine,machine_inspection,maintenance,rejected,True,2025-01-15T13:10:00+00:00,,not_executed,2025-01-15T17:00:00+00:00,LINE-06:2025-01-15:machine_inspection,train,synthetic
ACT-000279,FAC-001,LINE-06,ORD-06-003,NOTE-000783,2025-01-23,method,line_rebalancing,industrial_engineering,approved,True,2025-01-23T13:10:00+00:00,2025-01-23T13:35:00+00:00,in_progress,2025-01-23T17:00:00+00:00,LINE-06:2025-01-23:line_rebalancing,train,synthetic
ACT-000280,FAC-001,LINE-06,ORD-06-003,NOTE-000786,2025-01-27,machine,machine_inspection,maintenance,approved,True,2025-01-27T13:10:00+00:00,2025-01-27T13:35:00+00:00,in_progress,2025-01-27T17:00:00+00:00,LINE-06:2025-01-27:machine_inspection,train,synthetic
ACT-000281,FAC-001,LINE-06,ORD-06-004,NOTE-000789,2025-01-30,machine,machine_inspection,maintenance,approved,True,2025-01-30T13:10:00+00:00,2025-01-30T13:35:00+00:00,completed,2025-01-30T17:00:00+00:00,LINE-06:2025-01-30:machine_inspection,train,synthetic
ACT-000282,FAC-001,LINE-06,ORD-06-004,NOTE-000790,2025-02-01,quality,quality_containment,quality,approved,True,2025-02-01T13:10:00+00:00,2025-02-01T13:35:00+00:00,completed,2025-02-01T17:00:00+00:00,LINE-06:2025-02-01:quality_containment,train,synthetic
ACT-000283,FAC-001,LINE-06,ORD-06-004,NOTE-000791,2025-02-02,quality,quality_containment,quality,approved,True,2025-02-02T13:10:00+00:00,2025-02-02T13:35:00+00:00,completed,2025-02-02T17:00:00+00:00,LINE-06:2025-02-02:quality_containment,train,synthetic
ACT-000284,FAC-001,LINE-06,ORD-06-004,NOTE-000793,2025-02-04,manpower,operator_reallocation,production,approved,True,2025-02-04T13:10:00+00:00,2025-02-04T13:35:00+00:00,completed,2025-02-04T17:00:00+00:00,LINE-06:2025-02-04:operator_reallocation,train,synthetic
ACT-000285,FAC-001,LINE-06,ORD-06-005,NOTE-000795,2025-02-06,method,line_rebalancing,industrial_engineering,edited,True,2025-02-06T13:10:00+00:00,2025-02-06T13:35:00+00:00,completed,2025-02-06T17:00:00+00:00,LINE-06:2025-02-06:line_rebalancing,train,synthetic
ACT-000286,FAC-001,LINE-06,ORD-06-005,NOTE-000796,2025-02-08,material,material_escalation,store_and_planning,approved,True,2025-02-08T13:10:00+00:00,2025-02-08T13:35:00+00:00,completed,2025-02-08T17:00:00+00:00,LINE-06:2025-02-08:material_escalation,train,synthetic
ACT-000287,FAC-001,LINE-06,ORD-06-005,NOTE-000802,2025-02-15,machine,machine_inspection,maintenance,edited,True,2025-02-15T13:10:00+00:00,2025-02-15T13:35:00+00:00,completed,2025-02-15T17:00:00+00:00,LINE-06:2025-02-15:machine_inspection,train,synthetic
ACT-000288,FAC-001,LINE-06,ORD-06-005,NOTE-000804,2025-02-17,material,material_escalation,store_and_planning,edited,True,2025-02-17T13:10:00+00:00,2025-02-17T13:35:00+00:00,completed,2025-02-17T17:00:00+00:00,LINE-06:2025-02-17:material_escalation,train,synthetic
ACT-000289,FAC-001,LINE-06,ORD-06-006,NOTE-000806,2025-02-19,method,line_rebalancing,industrial_engineering,edited,True,2025-02-19T13:10:00+00:00,2025-02-19T13:35:00+00:00,completed,2025-02-19T17:00:00+00:00,LINE-06:2025-02-19:line_rebalancing,train,synthetic
ACT-000290,FAC-001,LINE-06,ORD-06-006,NOTE-000809,2025-02-23,machine,machine_inspection,maintenance,edited,True,2025-02-23T13:10:00+00:00,2025-02-23T13:35:00+00:00,completed,2025-02-23T17:00:00+00:00,LINE-06:2025-02-23:machine_inspection,train,synthetic
ACT-000291,FAC-001,LINE-06,ORD-06-006,NOTE-000812,2025-02-26,quality,quality_containment,quality,rejected,True,2025-02-26T13:10:00+00:00,,not_executed,2025-02-26T17:00:00+00:00,LINE-06:2025-02-26:quality_containment,train,synthetic
ACT-000292,FAC-001,LINE-06,ORD-06-006,NOTE-000813,2025-02-27,quality,quality_containment,quality,edited,True,2025-02-27T13:10:00+00:00,2025-02-27T13:35:00+00:00,completed,2025-02-27T17:00:00+00:00,LINE-06:2025-02-27:quality_containment,train,synthetic
ACT-000293,FAC-001,LINE-06,ORD-06-006,NOTE-000814,2025-03-01,quality,quality_containment,quality,edited,True,2025-03-01T13:10:00+00:00,2025-03-01T13:35:00+00:00,in_progress,2025-03-01T17:00:00+00:00,LINE-06:2025-03-01:quality_containment,train,synthetic
ACT-000294,FAC-001,LINE-06,ORD-06-007,NOTE-000816,2025-03-03,material,material_escalation,store_and_planning,approved,True,2025-03-03T13:10:00+00:00,2025-03-03T13:35:00+00:00,completed,2025-03-03T17:00:00+00:00,LINE-06:2025-03-03:material_escalation,train,synthetic
ACT-000295,FAC-001,LINE-06,ORD-06-007,NOTE-000817,2025-03-04,quality,quality_containment,quality,edited,True,2025-03-04T13:10:00+00:00,2025-03-04T13:35:00+00:00,completed,2025-03-04T17:00:00+00:00,LINE-06:2025-03-04:quality_containment,train,synthetic
